year,symbol,marketCap,NetIncomeLoss,OperatingIncomeLoss,ResearchAndDevelopmentExpense,GeneralAndAdministrativeExpense,Revenues,CostOfGoodsSold,SalesRevenueGoodsNet,SalesRevenueNet,PaymentsToAcquirePropertyPlantAndEquipment,NetCashProvidedByUsedInOperatingActivities,CommonStockValue,CashAndCashEquivalentsAtCarryingValue,operatingMargin
2018,PHAS,,-23846000.0,-19644000.0,15455000.0,4857000.0,,,,,119000.0,-17053000.0,,,-29.4072
2019,PHAS,,-39247000.0,-39736000.0,30911000.0,11186000.0,,,,,960000.0,-39594000.0,29000.0,74000000.0,-16.8302
2020,PHAS,100.3527,,,,,,,,,,,,,
2015,PHGE,,,,,,,,,,,,,,
2016,PHGE,,,,,,,,,,,,,,
2017,PHGE,,,,,,,,,,,,,,
2018,PHGE,,,,,,,,,,,,,,
2019,PHGE,,-20563000.0,,,,,,,,1312000.0,-17577000.0,2000.0,72256000.0,
2020,PHGE,137.9546,,,,,,,,,,,,,
2015,PHGE+,,,,,,,,,,,,,,
2016,PHGE+,,,,,,,,,,,,,,
2017,PHGE+,,,,,,,,,,,,,,
2018,PHGE+,,,,,,,,,,,,,,
2019,PHGE+,,-20563000.0,,,,,,,,1312000.0,-17577000.0,2000.0,72256000.0,
2020,PHGE+,137.9546,,,,,,,,,,,,,
2015,PHIO,,,,,,,,,,,,,,-301.0882
2016,PHIO,,,,,,,,,,,,,,-474.4737
2017,PHIO,,,,,,,,,,,,,,-937.4667
2018,PHIO,,-7360000.0,-7364000.0,4326000.0,3176000.0,138000.0,,,,5000.0,-7520000.0,2000.0,,-53.3623
2019,PHIO,,-8908000.0,-8987000.0,4300000.0,4708000.0,21000.0,,,,72000.0,-8645000.0,,,-427.9524
2020,PHIO,12.25473,,,,,,,,,,,,,
2015,PIRS,,-14058641.0,-13681035.0,8244751.0,8368215.0,2931931.0,,,,620747.0,,39833.0,29349124.0,-4.6662
2016,PIRS,,-22799164.0,-22759015.0,19698803.0,8890886.0,5830674.0,,,,580639.0,,43059.0,,-3.9033
2017,PIRS,,-17647000.0,-14594000.0,22285000.0,17584000.0,25275000.0,,,,1950000.0,,45000.0,37878000.0,-0.5774
2018,PIRS,,-26754000.0,-30831000.0,41490000.0,18442000.0,29101000.0,,,,1698000.0,-1066000.0,54000.0,74867000.0,-1.0594
2019,PIRS,,-25469000.0,-27157000.0,54996000.0,18440000.0,46279000.0,,,,2462000.0,-52467000.0,55000.0,62260000.0,-0.5868
2020,PIRS,117.8969,,,,,,,,,,,,,
2015,PLX,,58037000.0,-23670000.0,24889000.0,,4364000.0,,,,464000.0,-24284000.0,100000.0,76374000.0,-5.4289
2016,PLX,,-29365000.0,-33163000.0,30412000.0,,9199000.0,,,,849000.0,-32098000.0,124000.0,63281000.0,-2.0761
2017,PLX,,-85276000.0,-36353000.0,32170000.0,,19242000.0,,,,971000.0,-9994000.0,144000.0,51163000.0,-1.9584
2018,PLX,,-26457000.0,-19308000.0,35534000.0,,,,,,686000.0,-7742000.0,148000.0,37808000.0,-0.564
2019,PLX,,-18276000.0,-10717000.0,44693000.0,,54693000.0,,,,627000.0,-19358000.0,,17792000.0,
2020,PLX,0.0,,,,,,,,,,,,,
2015,PMVP,,,,,,,,,,,,,,
2016,PMVP,,,,,,,,,,,,,,
2017,PMVP,,,,,,,,,,,,,,
2018,PMVP,,,,,,,,,,,,,,
2019,PMVP,,,,,,,,,,,,,,
2020,PMVP,0.0,,,,,,,,,,,,,
2015,PRLD,,,,,,,,,,,,,,
2016,PRLD,,,,,,,,,,,,,,
2017,PRLD,,,,,,,,,,,,,,
2018,PRLD,,,,,,,,,,,,,,
2019,PRLD,,,,,,,,,,,,,,
2020,PRLD,0.0,,,,,,,,,,,,,
2015,PRQR,,,,,,,,,,,,,,-8.3471
2016,PRQR,,,,,,,,,,,,,,-21.6482
2017,PRQR,,,,,,,,,,,,,,-27.089000000000002
2018,PRQR,,,,,,,,,,,,,,-6.2998
2019,PRQR,,,,,,,,,,,,,,-29.7181
2020,PRQR,210.3596,,,,,,,,,,,,,
2015,PRTA,,-80612000.0,-79937000.0,58439000.0,23105000.0,1607000.0,,,,,-62455000.0,,,-49.743
2016,PRTA,,-160108000.0,-159535000.0,119534000.0,41056000.0,1055000.0,,,,,-117269000.0,,,-151.218
2017,PRTA,,-153237000.0,-155254000.0,134547000.0,48226000.0,27519000.0,,,,,-131183000.0,,,-5.6417
2018,PRTA,,-155645000.0,-158855000.0,101183000.0,42482000.0,955000.0,,,,,,399000.0,427659000.0,-166.3403
2019,PRTA,,-77677000.0,-85697000.0,50836000.0,35736000.0,814000.0,,,,,,399000.0,375723000.0,-105.2789
2020,PRTA,456.9857,,,,,,,,,,,,,
2015,PRVL,,,,,,,,,,,,,,
2016,PRVL,,,,,,,,,,,,,,
2017,PRVL,,,,,,,,,,,,,,
2018,PRVL,,,,,,,,,,,,,,
2019,PRVL,,,-65803000.0,48798000.0,17005000.0,,,,,2136000.0,-55754000.0,,,
2020,PRVL,346.5964,,,,,,,,,,,,,
2015,PSTI,,,,,,,,,,,,,,-66.6675
2016,PSTI,,-23246000.0,,,,2847000.0,,,,,,,6223000.0,-8.1907
2017,PSTI,,-27814000.0,,,,,,,,,,,4707000.0,
2018,PSTI,,-26126000.0,,,,50000.0,,,,,,,8821000.0,-674.62
2019,PSTI,,-35307000.0,,,,54000.0,,,,,,,4106000.0,-658.0
2020,PSTI,252.2246,-29152000.0,-29476000.0,23096000.0,7922000.0,23000.0,,,,,,,8270000.0,
2015,PSTV,,,,,,,,,,,,,,-1.3334
2016,PSTV,,,,,,,,,,,,,,-1.7316
2017,PSTV,,,,,,,,,,,,,,-3.2262
2018,PSTV,,,,,,,,,,,,,,-1.9083
2019,PSTV,,-10887000.0,-3657000.0,5365000.0,4822000.0,,,,,67000.0,-5906000.0,,,-0.5226
2020,PSTV,12.29464,,,,,,,,,,,,,
2015,PSTX,,,,,,,,,,,,,,
2016,PSTX,,,,,,,,,,,,,,-0.4964
2017,PSTX,,,,,,,,,,,,,,-6.5889
2018,PSTX,,,,,,,,,,,,,,
2019,PSTX,,,,,,,,,,,,,,
2020,PSTX,680.0146,,,,,,,,,,,,,
2015,PTCT,,-170447000.0,-167130000.0,121816000.0,82080000.0,,,,36766000.0,2720000.0,,,58022000.0,-4.5458
2016,PTCT,,-142110000.0,-132058000.0,117633000.0,97130000.0,,,,82705000.0,1776000.0,-103566000.0,34000.0,58321000.0,-1.5967
2017,PTCT,,-79000000.0,-64292000.0,117456000.0,121271000.0,,4577000.0,174066000.0,194392000.0,3101000.0,-10063000.0,42000.0,111792000.0,-0.3307
2018,PTCT,,-128081000.0,-115685000.0,171984000.0,,,,,,7097000.0,-27641000.0,51000.0,169498000.0,-0.43700000000000006
2019,PTCT,,251576000.0,241158000.0,257452000.0,,,,,,13757000.0,98639000.0,62000.0,288028000.0,-0.7856
2020,PTCT,3517.859000000001,,,,,,,,,,,,,
2015,PTE,,,,,,,,,,,,,,
2016,PTE,,,,,,,,,,,,,,-3.2667
2017,PTE,,,,,,,,,,,,,,
2018,PTE,,,,,,,,,,,,,,-44.4223
2019,PTE,,-92493000.0,-93393000.0,16397000.0,63189000.0,,,,,2773000.0,-56648000.0,27000.0,10218000.0,-16.5239
2020,PTE,38.89845,,,,,,,,,,,,,
2015,PTGX,,,,,,,,,,,,,,
2016,PTGX,,-37177000.0,-32666000.0,25705000.0,6961000.0,,,,,379000.0,,0.0,21084000.0,
2017,PTGX,,-36957000.0,-37897000.0,46181000.0,11779000.0,,,,,666000.0,3872000.0,,,-1.8889
2018,PTGX,,-38924000.0,-42269000.0,59497000.0,13697000.0,,,,,486000.0,-49947000.0,,,-1.3668
2019,PTGX,,-77187000.0,-80521000.0,65003000.0,15749000.0,,,,,967000.0,-41527000.0,,,-348.5758
2020,PTGX,734.3086,,,,,,,,,,,,,
2015,PTI,,,,,,,,,,,,,,-5.6897
2016,PTI,,31700000.0,197700000.0,2100000.0,3198000.0,4060000.0,1321100000.0,,1866700000.0,205800000.0,57900000.0,1600000.0,165000000.0,-4.4674
2017,PTI,,-13424000.0,-13507000.0,12282000.0,2847000.0,1622000.0,,,,,,,29724000.0,-11.2288
2018,PTI,,-16900000.0,-17497000.0,13717000.0,3780000.0,,,,,,,,,-22.2472
2019,PTI,,-11856000.0,-12157000.0,9101000.0,3056000.0,,,,,,,,,-12.2308
2020,PTI,57.91521,,,,,,,,,,,,,
2015,PTN,,-17665563.0,-17286157.0,24560233.0,5677654.0,,,,,0.0,-13358042.0,571284.0,27299268.0,-1.3347
2016,PTN,,-51712936.0,-49250135.0,43071051.0,6179084.0,,,,,17695.0,-47363814.0,685680.0,8002668.0,
2017,PTN,,-13331533.0,-10569494.0,45683174.0,9610147.0,,,,,133403.0,12881527.0,1605153.0,40200324.0,-0.2363
2018,PTN,,11807.0,,,,20618.0,,,,,,2005542.0,38000171.0,0.3862
2019,PTN,,52224.0,,,,60265.0,,,,,,2268154.0,43510422.0,0.5928
2020,PTN,91.71231,,,,,,,,,,,,,
2015,QURE,,,,,,,,,,,,,,-6.7263
2016,QURE,,,-71946000.0,72510000.0,,25098000.0,,,,15288000.0,,,132496000.0,-2.8666
2017,QURE,,,-71343000.0,72172000.0,,13107000.0,,,,4461000.0,-64270000.0,,,-5.4431
2018,QURE,,,-88232000.0,74809000.0,,,,,,2384000.0,-76037000.0,,234898000.0,-7.8192
2019,QURE,,,121140000.0,94737000.0,,,,,,5651000.0,98684000.0,,377793000.0,-16.6378
2020,QURE,1894.753,,,,,,,,,,,,,
2015,RAPT,,,,,,,,,,,,,,
2016,RAPT,,,,,,,,,,,,,,
2017,RAPT,,,,,,,,,,,,,,
2018,RAPT,,,,,,,,,,,,,,
2019,RAPT,,-42997000.0,-43629000.0,34910000.0,8719000.0,,,,,888000.0,-35474000.0,,,
2020,RAPT,812.3678,,,,,,,,,,,,,
2015,RARE,,-145618000.0,-147738000.0,114737000.0,33001000.0,,,,,4955000.0,,,93569000.0,
2016,RARE,,-245874000.0,-248007000.0,183204000.0,64936000.0,,,133000.0,,10188000.0,,,161120000.0,-1864.7143
2017,RARE,,-302139000.0,-328942000.0,231644000.0,,,1000.0,476000.0,2612000.0,2793000.0,,,100488000.0,-125.9349
2018,RARE,,-197611000.0,-371373000.0,293998000.0,,,,,,4076000.0,-290566000.0,,,-7.2118
2019,RARE,,402727000.0,424173000.0,357355000.0,,,,,,24832000.0,345383000.0,,,-4.0898
2020,RARE,5638.463000000002,,,,,,,,,,,,,
2015,RCEL,,,,,,,,,,,,,,
2016,RCEL,,,,,,,,,,,,,,
2017,RCEL,,,,,,,,,,,,,,
2018,RCEL,,,,,,,,,,,,,,
2019,RCEL,,,,,,,,,,,,,,
2020,RCEL,507.9766,,,,,,,,,,,,,
2015,RCKT,,,,,,,,,,,,,,
2016,RCKT,,,,,,,,,,,,,,
2017,RCKT,,-29497000.0,-26737000.0,14193000.0,12544000.0,,,,,,,,78720000.0,
2018,RCKT,,-74518000.0,-71156000.0,53270000.0,17886000.0,,,,,1453000.0,-53788000.0,452000.0,111355000.0,
2019,RCKT,,-77270000.0,-76151000.0,58623000.0,17528000.0,,,,,23269000.0,-64663000.0,548000.0,185383000.0,
2020,RCKT,1551.047,,,,,,,,,,,,,
2015,RCUS,,,,,,,,,,,,,,
2016,RCUS,,,,,,,,,,,,,,
2017,RCUS,,,,,,,,,,,,,,-37.8209
2018,RCUS,,-49594000.0,-54859000.0,49646000.0,13566000.0,8353000.0,,,,3743000.0,-42996000.0,,71064000.0,-6.5676
2019,RCUS,,-84710000.0,-88709000.0,78481000.0,25228000.0,15000000.0,,,,1925000.0,-73462000.0,,,-5.9139
2020,RCUS,1307.214,,,,,,,,,,,,,
2015,RDUS,,-101526000.0,-99077000.0,68280000.0,30797000.0,,,,,1231000.0,,,159678000.0,
2016,RDUS,,-182804000.0,-184948000.0,107406000.0,77542000.0,,,,,2936000.0,,4000.0,258567000.0,
2017,RDUS,,-254237000.0,-248973000.0,83076000.0,186677000.0,,,12112000.0,,2341000.0,-206685000.0,4000.0,118564000.0,-11.2596
2018,RDUS,,-221337000.0,-204063000.0,99911000.0,184164000.0,,,,,185000.0,-204726000.0,5000.0,59321000.0,-2.0563
2019,RDUS,,132993000.0,112229000.0,116757000.0,152704000.0,,,,,,82414000.0,5000.0,69886000.0,-0.6475
2020,RDUS,640.3887,,,,,,,,,,,,,
2015,REGN,,636056000.0,1251916000.0,1620577000.0,,4103728000.0,241702000.0,2689478000.0,,,,,809102000.0,0.3005
2016,REGN,,895522000.0,1330741000.0,2052295000.0,,4860427000.0,194624000.0,3338390000.0,,,,,535203000.0,0.2738
2017,REGN,,1198511000.0,2079591000.0,2075142000.0,,5872227000.0,202507000.0,3718463000.0,,,,,812733000.0,0.3541
2018,REGN,,2444400000.0,2534400000.0,2186100000.0,,,,,,,,,1467700000.0,0.3777
2019,REGN,,2115800000.0,2209800000.0,3036600000.0,,,,,,,,,1617800000.0,0.281
2020,REGN,61253.29,,,,,,,,,,,,,
2015,REPL,,,,,,,,,,,,,,
2016,REPL,,,,,,,,,,,,,,
2017,REPL,,,,,,,,,,,,,,
2018,REPL,,,,,,,,,,,,,,
2019,REPL,,-30834000.0,-30946000.0,22173000.0,8773000.0,,,,,2600000.0,-25378000.0,,,
2020,REPL,1821.032,,,,,,,,,,,,,
2015,RGLS,,-55748000.0,-54758000.0,56387000.0,19130000.0,20759000.0,,,,1363000.0,-49859000.0,53000.0,15960000.0,-2.725
2016,RGLS,,-81836000.0,-81502000.0,64305000.0,18391000.0,1194000.0,,,,913000.0,-56882000.0,53000.0,14941000.0,-68.2596
2017,RGLS,,-71905000.0,-70131000.0,53192000.0,17011000.0,72000.0,,,,303000.0,-58773000.0,104000.0,13519000.0,-974.0417
2018,RGLS,,-48709000.0,-46763000.0,33975000.0,12860000.0,,,,,22000.0,-43273000.0,9000.0,13935000.0,-649.4861
2019,RGLS,,-18592000.0,-16834000.0,12349000.0,11317000.0,,,,,221000.0,-19821000.0,21000.0,34121000.0,-2.464
2020,RGLS,19.64624,,,,,,,,,,,,,
2015,RGNX,,-22811000.0,-23137000.0,17279000.0,11912000.0,7588000.0,98000.0,,,522000.0,,,54116000.0,-3.0492
2016,RGNX,,-62967000.0,-65340000.0,45482000.0,23590000.0,4589000.0,98000.0,,,8149000.0,,,24840000.0,-14.2384
2017,RGNX,,-73169000.0,-75885000.0,57224000.0,27229000.0,10393000.0,6000.0,,,7160000.0,,,46656000.0,-7.3015
2018,RGNX,,99937000.0,88100000.0,83873000.0,36850000.0,,,,,13278000.0,104648000.0,,,0.4032
2019,RGNX,,94733000.0,148998000.0,124185000.0,51815000.0,,,,,11720000.0,107705000.0,,,-4.2289
2020,RGNX,1077.46,,,,,,,,,,,,,
2015,RIGL,,,-51743000.0,,17813000.0,,,,,546000.0,,,43456000.0,-1.7907
2016,RIGL,,,-69741000.0,,20908000.0,,,,,804000.0,,,17632000.0,-3.4215
2017,RIGL,,,-79616000.0,,37831000.0,,,,,164000.0,-77557000.0,,38290000.0,-17.7556
2018,RIGL,,,-72683000.0,,,,,,,1106000.0,-58826000.0,,76322000.0,-1.633
2019,RIGL,,,-69091000.0,,,,,,,1455000.0,-41510000.0,,22521000.0,-1.1653
2020,RIGL,415.5651,,,,,,,,,,,,,
2015,RLAY,,,,,,,,,,,,,,
2016,RLAY,,,,,,,,,,,,,,
2017,RLAY,,,,,,,,,,,,,,
2018,RLAY,,,,,,,,,,,,,,
2019,RLAY,,,,,,,,,,,,,,
2020,RLAY,3588.198,,,,,,,,,,,,,
2015,RNA,,,,,,,,,,,,,,
2016,RNA,,,,,,,,,,,,,,
2017,RNA,,,,,,,,,,,,,,
2018,RNA,,,,,,,,,,,,,,
2019,RNA,,,,,,,,,,,,,,
2020,RNA,1082.268,,,,,,,,,,,,,
2015,RPTX,,,,,,,,,,,,,,
2016,RPTX,,,,,,,,,,,,,,
2017,RPTX,,,,,,,,,,,,,,
2018,RPTX,,,,,,,,,,,,,,
2019,RPTX,,,,,,,,,,,,,,
2020,RPTX,993.4459,,,,,,,,,,,,,
2015,RUBY,,,,,,,,,,,,,,
2016,RUBY,,,,,,,,,,,,,,
2017,RUBY,,,,,,,,,,,,,,
2018,RUBY,,-89195000.0,-91663000.0,51769000.0,39894000.0,,,,,14952000.0,-58341000.0,,,
2019,RUBY,,-163458000.0,-169601000.0,112419000.0,57182000.0,,,,,40657000.0,-110444000.0,,,
2020,RUBY,370.7217,,,,,,,,,,,,,
2015,RVMD,,,,,,,,,,,,,,
2016,RVMD,,,,,,,,,,,,,,
2017,RVMD,,,,,,,,,,,,,,
2018,RVMD,,,,,,,,,,,,,,-2.0
2019,RVMD,,,,,,,,,,,,,,-1.0815
2020,RVMD,2600.799,,,,,,,,,,,,,
2015,RYTM,,,,,,,,,,,,,,
2016,RYTM,,,,,,,,,,,,,,
2017,RYTM,,,-32412000.0,22894000.0,,,,,,133000.0,-29460000.0,,34236000.0,
2018,RYTM,,,-78417000.0,50337000.0,,,,,,722000.0,-62056000.0,,,
2019,RYTM,,-140729000.0,-146000000.0,109450000.0,,,,,,3385000.0,-122750000.0,,,
2020,RYTM,997.9626,,,,,,,,,,,,,
2015,RZLT,,,,,,,,,,,,,,
2016,RZLT,,,,,,,,,,,,,,
2017,RZLT,,,,,,,,,,,,,,
2018,RZLT,,-29861776.0,-28734206.0,17279548.0,11454658.0,,,,,,-14113080.0,62168.0,,
2019,RZLT,,-30446000.0,-25944000.0,19079000.0,6820000.0,,,,,47000.0,-15304000.0,,,
2020,RZLT,127.5946,,,,,,,,,,,,,
2015,SAGE,,-94495000.0,-94650000.0,69357000.0,25293000.0,,,,,198000.0,,,,
2016,SAGE,,-158987000.0,-160163000.0,120756000.0,39407000.0,,,,,1421000.0,,,168517000.0,
2017,SAGE,,-270120000.0,-273155000.0,210277000.0,62878000.0,,,,,1360000.0,,,306235000.0,
2018,SAGE,,-372882000.0,-393238000.0,282107000.0,201404000.0,90273000.0,,,,2860000.0,-260671000.0,,,-4.3561
2019,SAGE,,680238000.0,708124000.0,368815000.0,,6868000.0,,,,5751000.0,528706000.0,,,-103.1048
2020,SAGE,3716.68,,,,,,,,,,,,,
2015,SELB,,,,,,,,,,,,,,-4.2096
2016,SELB,,-36210000.0,-34670000.0,29702000.0,13051000.0,8083000.0,,,,586000.0,,1000.0,58656000.0,-4.2892
2017,SELB,,-65321000.0,-63784000.0,45165000.0,18826000.0,207000.0,,,,733000.0,-52037000.0,3000.0,70622000.0,-311.3865
2018,SELB,,65336000.0,65022000.0,47687000.0,18238000.0,,,,,884000.0,59161000.0,3000.0,,-72.0066
2019,SELB,,55350000.0,52455000.0,42743000.0,16389000.0,,,,,47000.0,51435000.0,9000.0,89893000.0,-7.8561
2020,SELB,303.2159,,,,,,,,,,,,,
2015,SESN,,,,,,,,,,,,,,-35.5515
2016,SESN,,,,,,,,,,,,,,0.0956
2017,SESN,,,,,,,,,,,,,,-68.8353
2018,SESN,,-33693000.0,-34500000.0,14077000.0,11623000.0,,,,,,-22829000.0,77000.0,50400000.0,
2019,SESN,,-107500000.0,-108491000.0,24663000.0,12208000.0,,,,,136000.0,-37500000.0,107000.0,48121000.0,
2020,SESN,138.2625,,,,,,,,,,,,,
2015,SGEN,,-120486000.0,-120950000.0,294529000.0,,336802000.0,24476000.0,226052000.0,,13392000.0,,140000.0,102255000.0,-0.3591
2016,SGEN,,-140111000.0,-142725000.0,379308000.0,,418147000.0,28168000.0,265766000.0,,27835000.0,,142000.0,108673000.0,-0.3413
2017,SGEN,,-125530000.0,-195801000.0,456700000.0,,482250000.0,34768000.0,307562000.0,,28722000.0,,144000.0,160945000.0,-0.406
2018,SGEN,,-222693000.0,,,,,,,,21219000.0,-203536000.0,160000.0,78186000.0,-0.3971
2019,SGEN,,158650000.0,,,,,,,,70753000.0,163737000.0,172000.0,274562000.0,-0.2406
2020,SGEN,34263.41,,,,,,,,,,,,,
2015,SGMO,,-40703000.0,-46856000.0,67198000.0,19197000.0,39539000.0,,,,2411000.0,,,69482000.0,-1.1851
2016,SGMO,,-71658000.0,-72559000.0,65618000.0,26330000.0,19389000.0,,,,732000.0,,,22061000.0,-3.7423
2017,SGMO,,-54568000.0,-56361000.0,65728000.0,27200000.0,36567000.0,,,,3751000.0,,,49826000.0,-1.5413
2018,SGMO,,-68334000.0,-77150000.0,114866000.0,46736000.0,,,,,43065000.0,37152000.0,,,-0.9135
2019,SGMO,,233000.0,105180000.0,145922000.0,61686000.0,,,,,20675000.0,144402000.0,1160000.0,80428000.0,-1.0269
2020,SGMO,1528.31,,,,,,,,,,,,,
2015,SLDB,,,,,,,,,,,,,,
2016,SLDB,,,,,,,,,,,,,,
2017,SLDB,,,,,,,,,,,,,,
2018,SLDB,,-74798000.0,-75687000.0,57965000.0,17722000.0,0.0,,,,7776000.0,-70197000.0,,,
2019,SLDB,,-117223000.0,-119318000.0,94737000.0,24581000.0,0.0,,,,4387000.0,-92714000.0,,,
2020,SLDB,174.9563,,,,,,,,,,,,,
2015,SLNO,,,,,,,,,,,,,,-20.017
2016,SLNO,,,,,,,,,,,,,,
2017,SLNO,,-15667425.0,-12171315.0,3068742.0,6584650.0,,,,,2569.0,-9949958.0,19239.0,17099507.0,
2018,SLNO,,-13335000.0,-14301000.0,7178000.0,6556000.0,,,,,8000.0,-11683000.0,,,
2019,SLNO,,-30774000.0,-23486000.0,16267000.0,6930000.0,,,,,21000.0,-17375000.0,,,
2020,SLNO,147.2482,,,,,,,,,,,,,
2015,SLRX,,,,,,,,,,,,,,
2016,SLRX,,,,,,,,,,,,,,-39.4655
2017,SLRX,,,,,,,,,,,,,,-27.2465
2018,SLRX,,,,,,,,,,,,,,-26.3372
2019,SLRX,,,,,,,,,,,,,,-2.3853
2020,SLRX,15.65809,,,,,,,,,,,,,
2015,SLS,,,,,,,,,,,,,,
2016,SLS,,,,,,,,,,,,,,
2017,SLS,,-23754000.0,-23039000.0,6067000.0,,,,,,,-10989000.0,1000.0,2319000.0,
2018,SLS,,,,,,,,,,,,,,
2019,SLS,,,,,,,,,,,,,,
2020,SLS,25.64196,,,,,,,,,,,,,
2015,SMMT,,,,,,,,,,,,,,
2016,SMMT,,,,,,,,,,,,,,
2017,SMMT,,,,,,,,,,,,,,
2018,SMMT,,,,,,,,,,,,,,
2019,SMMT,,,,,,,,,,,,,,
2020,SMMT,0.0,,,,,,,,,,,,,
2015,SNBP,,-4927000.0,,,,,,,,,,,,
2016,SNBP,,-5112000.0,-5168000.0,2504000.0,2664000.0,,,,,,,,,
2017,SNBP,,-10374000.0,-6016000.0,2593000.0,3423000.0,,,,,,-3402000.0,,,
2018,SNBP,,-5905000.0,-3891000.0,1783000.0,2108000.0,,,,,,-2387000.0,,,
2019,SNBP,,-6200000.0,-4322000.0,2349000.0,1973000.0,,,,,,-2739000.0,,,
2020,SNBP,65.38185,,,,,,,,,,,,,
2015,SNCA,,,,,,,,,,,,,,-1838.4386
2016,SNCA,,,,,,,,,,,,,,-1269.9594
2017,SNCA,,,,,,,,,,,,,,-51.1812
2018,SNCA,,,,,,,,,,,,,,-31.7672
2019,SNCA,,-8351651.0,-8631694.0,4061450.0,4585638.0,,,,,,-7255680.0,38665.0,5114917.0,-560.8642
2020,SNCA,11.41516,,,,,,,,,,,,,
2015,SNDX,,,,,,,,,,,,,,-32.7161
2016,SNDX,,-44472000.0,,,,,,,,261000.0,,2000.0,23844000.0,-35.8738
2017,SNDX,,-19104000.0,-19489000.0,16599000.0,4083000.0,,,,,,,,35168000.0,-29.3899
2018,SNDX,,-18837000.0,-19333000.0,15821000.0,3892000.0,,,,,,,,,-50.0171
2019,SNDX,,-14000000.0,-14205000.0,9502000.0,5083000.0,,,,,,,,24609000.0,-37.9295
2020,SNDX,617.1727,,,,,,,,,,,,,
2015,SNGX,,-7831230.0,-7110276.0,5399839.0,3596623.0,8768390.0,,,,,-5386308.0,31270.0,4921545.0,-0.8109
2016,SNGX,,-3245383.0,-5709582.0,4295867.0,3428838.0,10448794.0,,,,,-4982421.0,5470.0,8772567.0,-0.5091
2017,SNGX,,-7147083.0,-7593799.0,5507033.0,3209155.0,5432472.0,,,,,-6510567.0,8731.0,7809487.0,-1.3979
2018,SNGX,,-8899975.0,-9058981.0,6750954.0,2951760.0,5241448.0,,,,,-7244631.0,17683.0,8983717.0,-1.7283
2019,SNGX,,-9355592.0,-10541021.0,8122610.0,3480912.0,4629916.0,,,,,-7509567.0,21753.0,5420708.0,-2.2767
2020,SNGX,49.24803,,,,,,,,,,,,,
2015,SNSS,,-36676000.0,-39302000.0,23701000.0,18662000.0,3061000.0,,,,,,,26886000.0,-12.8396
2016,SNSS,,-38023000.0,-36460000.0,22881000.0,16115000.0,2536000.0,,,,,,,8056000.0,-14.377
2017,SNSS,,-35458000.0,-34419000.0,21540000.0,13548000.0,669000.0,,,,26000.0,,,26977000.0,-51.4484
2018,SNSS,,-26615000.0,-25710000.0,14615000.0,11332000.0,,,,,,-24404000.0,,13696000.0,-108.48100000000001
2019,SNSS,,-23330000.0,-23288000.0,15412000.0,9949000.0,,,,,,-22185000.0,,,-11.234000000000002
2020,SNSS,26.32546,,,,,,,,,,,,,
2015,SONN,,,,,,,,,,,,,,-0.1526
2016,SONN,,,,,,,,,,,,,,-0.0628
2017,SONN,,,,,,,,,,,,,,-0.1287
2018,SONN,,,,,,,,,,,,,,-0.1747
2019,SONN,,,,,,,,,,,,,,-0.5334
2020,SONN,39.02195,,,,,,,,,,,,,
2015,SPPI,,-50785000.0,-40732000.0,50766000.0,,,,136851000.0,162556000.0,223000.0,6744000.0,68000.0,139741000.0,-0.262
2016,SPPI,,-68512000.0,-61628000.0,58936000.0,,,,128596000.0,146444000.0,78000.0,-40459000.0,80000.0,158222000.0,-0.4294
2017,SPPI,,-91248000.0,-96660000.0,65895000.0,,,,116178000.0,128367000.0,465000.0,-38855000.0,,,
2018,SPPI,,-120011000.0,-131177000.0,,,,,,,107000.0,-62403000.0,,,
2019,SPPI,,112689000.0,140698000.0,79325000.0,,,,,,9018000.0,134631000.0,,,
2020,SPPI,495.4941,,,,,,,,,,,,,
2015,SPRO,,,,,,,,,,,,,,
2016,SPRO,,,,,,,,,,,,,,-99.1672
2017,SPRO,,-38743000.0,-41730000.0,32869000.0,10840000.0,,,,,27000.0,,,87288000.0,-21.0864
2018,SPRO,,-41662000.0,-42806000.0,33885000.0,12887000.0,3966000.0,,,,,,,,-10.7932
2019,SPRO,,,-63216000.0,65775000.0,15588000.0,18147000.0,,,,314000.0,-50020000.0,,,-3.4836
2020,SPRO,361.7033,,,,,,,,,,,,,
2015,SRNE,,-45811000.0,,,,,,,,3707000.0,,,39038000.0,-16.1231
2016,SRNE,,-60923000.0,,,,,,,,6860000.0,,,82398000.0,-11.8988
2017,SRNE,,9132000.0,25335000.0,26102000.0,38332000.0,151856000.0,,,,10972000.0,-99180000.0,9000.0,20429000.0,0.1387
2018,SRNE,,-203540000.0,-150425000.0,11304000.0,63638000.0,,,,,11195000.0,-111767000.0,13000.0,158738000.0,-7.4795
2019,SRNE,,,,,,,,,,11442000.0,172996000.0,18000.0,22521000.0,-9.1373
2020,SRNE,2114.84,,,,,,,,,,,,,
2015,SRPT,,-64681000.0,-64452000.0,41376000.0,24329000.0,,,,,,,,80304000.0,-175.7255
2016,SRPT,,-88452000.0,-88395000.0,70749000.0,,5421000.0,130000.0,5421000.0,,,,,122420000.0,-49.2031
2017,SRPT,,-23998000.0,-23147000.0,44441000.0,,57277000.0,,57277000.0,,,,,,-1.1103
2018,SRPT,,-140895000.0,-139363000.0,146207000.0,,84415000.0,,,,,,,370829000.0,-1.1415
